CBSeg2003,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
CB1TF ,414533,BAY662,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/16/2015,11:27:00,6,,,5,B ,D,S1,CHLA,,2.99,UG/L,L01 ,CBL,JJ,,,,39.54794,-76.08481,T3
CB1TF ,414534,BAY662,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/16/2015,10:51:00,6.5,,,0.5,S ,D,S1,CHLA,,3.471,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419891,BAY675,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/29/2016,10:52:00,6.5,,,5,B ,D,S1,CHLA,,6.141,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,414534,BAY662,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/16/2015,10:51:00,6.5,,,5,B ,D,S1,CHLA,,2.492,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,421955,BAY677,SWM,CMON,MDDNR,MDDNR,XKH2555,7/20/2016,9:00:00,5.4,,,1,BS,D,S1,CHLA,,18.797,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,414533,BAY662,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/16/2015,11:27:00,6,,,0.5,S ,D,S1,CHLA,,3.357,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419891,BAY675,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/29/2016,10:52:00,6.5,,,0.5,S ,D,S1,CHLA,,16.287,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,420681,BAY671,SWM,CMON,MDDNR,MDDNR,XKH0375,4/28/2016,9:45:00,1.3,,,1,BS,D,S1,CHLA,,27.127,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,421954,BAY677,SWM,CMON,MDDNR,MDDNR,XKH0375,7/20/2016,10:00:00,1.1,,,0.8,BS,D,S1,CHLA,,1.282,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,422273,BAY675,SWM,CMON,MDDNR,MDDNR,XKH0375,6/24/2016,10:00:00,1,,,0.7,BS,D,S1,CHLA,,3.204,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,423108,BAY686,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/14/2016,11:25:00,6,,,0.5,S ,D,S1,CHLA,,3.418,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419889,BAY675,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/29/2016,11:28:00,5,,,4,B ,D,S1,CHLA,,4.486,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419889,BAY675,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/29/2016,11:28:00,5,,,0.5,S ,D,S1,CHLA,,8.117,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444589,BAY694,TWQM,MAIN,MDDNR,MDDNR,CB1.1,4/13/2017,11:35:00,6,,,5,B ,D,S1,CHLA,<,0.62,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444612,BAY696,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/11/2017,11:01:00,7.5,,,0.5,S ,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,423109,BAY686,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/14/2016,10:45:00,7,,,6,B ,D,S1,CHLA,<,0.62,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,423109,BAY686,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/14/2016,10:45:00,7,,,0.5,S ,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444611,BAY696,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/11/2017,11:40:00,6,,,5,B ,D,S1,CHLA,,2.136,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,422274,BAY675,SWM,CMON,MDDNR,MDDNR,XKH2555,6/24/2016,9:00:00,5.1,,,1,BS,D,S1,CHLA,,4.272,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,425836,BAY685,SWM,CMON,MDDNR,MDDNR,XKH2555,11/15/2016,10:00:00,5,,,1,BS,D,S1,CHLA,,0.854,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,444589,BAY694,TWQM,MAIN,MDDNR,MDDNR,CB1.1,4/13/2017,11:35:00,6,,,0.5,S ,D,S1,CHLA,<,0.62,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444590,BAY694,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/13/2017,10:57:00,7,,,0.5,S ,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,423108,BAY686,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/14/2016,11:25:00,6,,,5,B ,D,S1,CHLA,,3.631,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444590,BAY694,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/13/2017,10:57:00,7,,,6,B ,D,S1,CHLA,,,UG/L,L01 ,CBL,V ,,,,39.44149,-76.02599,T3
CB1TF ,425835,BAY685,SWM,CMON,MDDNR,MDDNR,XKH0375,11/15/2016,10:30:00,1,,,0.7,BS,D,S1,CHLA,,2.777,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,444611,BAY696,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/11/2017,11:40:00,6,,,0.5,S ,D,S1,CHLA,,1.78,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444612,BAY696,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/11/2017,11:01:00,7.5,,,6,B ,D,S1,CHLA,,0.854,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444795,BAY702,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/10/2017,10:36:00,7,,,6,B ,D,S1,CHLA,,1.495,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447516,BAY694,SWM,CMON,MDDNR,MDDNR,XKH0375,4/13/2017,10:30:00,0.9,,,0.6,BS,D,S1,CHLA,,1.78,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,444793,BAY702,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/10/2017,9:57:00,8,,,0.5,S ,D,S1,CHLA,,4.486,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,447872,BAY696,SWM,CMON,MDDNR,MDDNR,XKH2555,5/11/2017,11:00:00,6.6,,,1,BS,D,S1,CHLA,,1.602,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,447627,BAY702,SWM,CMON,MDDNR,MDDNR,XKH0375,8/4/2017,11:00:00,1,,,0.7,BS,D,S1,CHLA,,0.971,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,447871,BAY696,SWM,CMON,MDDNR,MDDNR,XKH0375,5/11/2017,12:15:00,1,,,0.7,BS,D,S1,CHLA,,2.136,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,447929,BAY714,TWQM,MAIN,MDDNR,MDDNR,CB1.1,2/15/2018,11:22:00,6,,,0.5,S ,D,S1,CHLA,,1.335,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,447930,BAY714,TWQM,MAIN,MDDNR,MDDNR,CB2.1,2/15/2018,10:45:00,7,,,6,B ,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447930,BAY714,TWQM,MAIN,MDDNR,MDDNR,CB2.1,2/15/2018,10:45:00,7,,,0.5,S ,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,448849,BAY720,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/16/2018,11:36:00,7,,,6,B ,D,S1,CHLA,,18.156,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,448849,BAY720,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/16/2018,11:36:00,7,,,0.5,S ,D,S1,CHLA,,18.868,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453606,BAY727,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/22/2018,11:32:00,6,,,5,B ,D,S1,CHLA,,,UG/L,L01 ,CBL,V ,,,,39.54794,-76.08481,T3
CB1TF ,447929,BAY714,TWQM,MAIN,MDDNR,MDDNR,CB1.1,2/15/2018,11:22:00,6,,,5,B ,D,S1,CHLA,,1.602,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,448850,BAY720,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/16/2018,10:58:00,7,,,0.5,S ,D,S1,CHLA,,25.632,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453608,BAY727,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/22/2018,10:53:00,7,,,0.5,S ,D,S1,CHLA,,,UG/L,L01 ,CBL,V ,,,,39.44149,-76.02599,T3
CB1TF ,444793,BAY702,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/10/2017,9:57:00,8,,,7,B ,D,S1,CHLA,,2.35,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444795,BAY702,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/10/2017,10:36:00,7,,,0.5,S ,D,S1,CHLA,,1.282,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456005,BAY745,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/23/2019,10:28:00,7,,,0.5,S ,D,S1,CHLA,,2.937,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,448850,BAY720,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/16/2018,10:58:00,7,,,6,B ,D,S1,CHLA,,21.716,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453608,BAY727,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/22/2018,10:53:00,7,,,6,B ,D,S1,CHLA,,4.005,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456004,BAY745,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/23/2019,10:59:00,6,,,5,B ,D,S1,CHLA,,5.607,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,456005,BAY745,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/23/2019,10:28:00,7,,,6,B ,D,S1,CHLA,,3.204,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,458908,BAY753,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/18/2019,11:36:00,6,,,5,B ,D,S1,CHLA,,3.204,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453606,BAY727,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/22/2018,11:32:00,6,,,0.5,S ,D,S1,CHLA,,,UG/L,L01 ,CBL,V ,,,,39.54794,-76.08481,T3
CB1TF ,458908,BAY753,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/18/2019,11:36:00,6,,,0.5,S ,D,S1,CHLA,,2.492,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,458909,BAY753,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/18/2019,10:56:00,7.5,,,0.5,S ,D,S1,CHLA,,3.916,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456004,BAY745,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/23/2019,10:59:00,6,,,0.5,S ,D,S1,CHLA,,8.01,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,458909,BAY753,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/18/2019,10:56:00,7.5,,,6,B ,D,S1,CHLA,,1.78,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419867,BAY672,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/11/2016,10:40:00,7,,,6,B ,D,S1,CHLA,,10.413,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,419867,BAY672,TWQM,MAIN,MDDNR,MDDNR,CB2.1,5/11/2016,10:40:00,7,,,0.5,S ,D,S1,CHLA,,11.748,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,400937,BAY659,SWM,CMON,MDDNR,MDDNR,XKH2555,10/28/2015,9:00:00,6.1,,,1,BS,D,S1,CHLA,,2.99,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,419866,BAY672,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/11/2016,11:17:00,6,,,5,B ,D,S1,CHLA,,13.884,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419890,BAY674,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/8/2016,10:31:00,7,,,0.5,S ,D,S1,CHLA,,8.544,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,422218,BAY673,SWM,CMON,MDDNR,MDDNR,XKH0375,5/25/2016,10:00:00,1.1,,,0.8,BS,D,S1,CHLA,,7.903,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,419888,BAY674,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2016,11:10:00,6,,,0.5,S ,D,S1,CHLA,,7.903,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419866,BAY672,TWQM,MAIN,MDDNR,MDDNR,CB1.1,5/11/2016,11:17:00,6,,,0.5,S ,D,S1,CHLA,,17.088,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419888,BAY674,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2016,11:10:00,6,,,5,B ,D,S1,CHLA,,6.622,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419890,BAY674,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/8/2016,10:31:00,7,,,5,B ,D,S1,CHLA,,10.012,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,422219,BAY673,SWM,CMON,MDDNR,MDDNR,XKH2555,5/25/2016,9:00:00,5.1,,,1,BS,D,S1,CHLA,,5.34,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,444557,BAY689,TWQM,MAIN,MDDNR,MDDNR,CB1.1,1/19/2017,11:29:00,6,,,0.5,S ,D,S1,CHLA,,4.628,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444557,BAY689,TWQM,MAIN,MDDNR,MDDNR,CB1.1,1/19/2017,11:29:00,6,,,5,B ,D,S1,CHLA,,4.628,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444558,BAY689,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/19/2017,10:53:00,7,,,0.5,S ,D,S1,CHLA,,1.495,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444558,BAY689,TWQM,MAIN,MDDNR,MDDNR,CB2.1,1/19/2017,10:53:00,7,,,6,B ,D,S1,CHLA,,2.403,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444721,BAY707,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/1/2017,11:43:00,5.2,,,4,B ,D,S1,CHLA,,1.922,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444721,BAY707,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/1/2017,11:43:00,5.2,,,0.5,S ,D,S1,CHLA,,1.709,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444722,BAY707,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/1/2017,11:03:00,6.3,,,5,B ,D,S1,CHLA,,3.418,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444722,BAY707,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/1/2017,11:03:00,6.3,,,0.5,S ,D,S1,CHLA,,2.746,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444743,BAY705,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/27/2017,11:57:00,5.5,,,0.5,S ,D,S1,CHLA,,6.103,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444744,BAY705,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/27/2017,11:18:00,6.5,,,5,B ,D,S1,CHLA,,1.709,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444765,BAY708,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/15/2017,12:14:00,6,,,0.5,S ,D,S1,CHLA,<,0.62,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444765,BAY708,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/15/2017,12:14:00,6,,,4,B ,D,S1,CHLA,<,0.62,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444766,BAY708,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/15/2017,11:33:00,6.5,,,5,B ,D,S1,CHLA,,0.801,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447824,BAY704,SWM,CMON,MDDNR,MDDNR,XKH0375,9/15/2017,9:30:00,0.9,,,0.6,BS,D,S1,CHLA,,1.068,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,447825,BAY705,SWM,CMON,MDDNR,MDDNR,XKH0375,9/27/2017,10:00:00,0.7,,,0.4,BS,D,S1,CHLA,,4.139,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,447773,BAY707,SWM,CMON,MDDNR,MDDNR,XKH2555,10/27/2017,15:00:00,5.2,,,1,BS,D,S1,CHLA,,3.631,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,448828,BAY719,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/25/2018,11:18:00,6.5,,,5,B ,D,S1,CHLA,,6.052,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444766,BAY708,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/15/2017,11:33:00,6.5,,,0.5,S ,D,S1,CHLA,,0.801,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,449658,BAY728,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/19/2018,11:55:00,5.5,,,0.5,S ,D,S1,CHLA,,2.492,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449659,BAY728,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/19/2018,10:34:00,6,,,5,B ,D,S1,CHLA,,8.544,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453584,BAY716,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/29/2018,11:01:00,7,,,6,B ,D,S1,CHLA,,9.398,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453584,BAY716,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/29/2018,11:01:00,7,,,0.5,S ,D,S1,CHLA,,9.826,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,448827,BAY719,TWQM,MAIN,MDDNR,MDDNR,CB1.1,4/25/2018,11:54:00,7,,,6,B ,D,S1,CHLA,,4.628,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,448827,BAY719,TWQM,MAIN,MDDNR,MDDNR,CB1.1,4/25/2018,11:54:00,7,,,0.5,S ,D,S1,CHLA,,4.272,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453583,BAY716,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/29/2018,11:40:00,6,,,5,B ,D,S1,CHLA,,7.903,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449658,BAY728,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/19/2018,11:55:00,5.5,,,4,B ,D,S1,CHLA,,1.78,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,449659,BAY728,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/19/2018,10:34:00,6,,,0.5,S ,D,S1,CHLA,,7.832,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453125,BAY734,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/13/2018,11:06:00,6.5,,,5,B ,D,S1,CHLA,,0.458,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453126,BAY734,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/13/2018,10:29:00,7,,,6,B ,D,S1,CHLA,,0.801,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453126,BAY734,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/13/2018,10:29:00,7,,,0.5,S ,D,S1,CHLA,,0.427,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456913,BAY748,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/10/2019,10:42:00,6,,,5,B ,D,S1,CHLA,,20.292,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456913,BAY748,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/10/2019,10:42:00,6,,,0.5,S ,D,S1,CHLA,,18.868,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,444743,BAY705,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/27/2017,11:57:00,5.5,,,4,B ,D,S1,CHLA,,2.441,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,444744,BAY705,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/27/2017,11:18:00,6.5,,,0.5,S ,D,S1,CHLA,,16.02,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,447772,BAY707,SWM,CMON,MDDNR,MDDNR,XKH0375,10/27/2017,16:15:00,1,,,0.7,BS,D,S1,CHLA,,1.922,UG/L,L01 ,CBL,,,,,39.5053,-76.0414,T3
CB1TF ,447826,BAY705,SWM,CMON,MDDNR,MDDNR,XKH2555,9/27/2017,11:00:00,4.8,,,1,BS,D,S1,CHLA,,12.282,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
CB1TF ,448828,BAY719,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/25/2018,11:18:00,6.5,,,0.5,S ,D,S1,CHLA,,6.052,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456911,BAY748,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/10/2019,11:16:00,5.5,,,4,B ,D,S1,CHLA,,7.903,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461045,BAY747,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/26/2019,10:57:00,5,,,4,B ,D,S1,CHLA,,2.67,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461045,BAY747,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/26/2019,10:57:00,5,,,0.5,S ,D,S1,CHLA,,2.67,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461047,BAY747,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/26/2019,10:21:00,6.5,,,5,B ,D,S1,CHLA,,8.544,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461047,BAY747,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/26/2019,10:21:00,6.5,,,0.5,S ,D,S1,CHLA,,8.544,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,461375,BAY750,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/7/2019,11:00:00,5.5,,,0.5,S ,D,S1,CHLA,,6.194,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461377,BAY750,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/7/2019,10:25:00,6.5,,,5,B ,D,S1,CHLA,,7.69,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,453125,BAY734,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/13/2018,11:06:00,6.5,,,0.5,S ,D,S1,CHLA,,0.61,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,453583,BAY716,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/29/2018,11:40:00,6,,,0.5,S ,D,S1,CHLA,,7.049,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461377,BAY750,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/7/2019,10:25:00,6.5,,,0.5,S ,D,S1,CHLA,,17.942,UG/L,L01 ,CBL,,,,,39.44149,-76.02599,T3
CB1TF ,456911,BAY748,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/10/2019,11:16:00,5.5,,,0.5,S ,D,S1,CHLA,,7.69,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,461375,BAY750,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/7/2019,11:00:00,5.5,,,4,B ,D,S1,CHLA,,5.34,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,404173,BAY661,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/18/2015,11:30:00,6,,,5,B ,D,S1,CHLA,,1.922,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419844,BAY670,TWQM,MAIN,MDDNR,MDDNR,CB1.1,4/13/2016,11:35:00,5.5,,,4,B ,D,S1,CHLA,,6.835,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419844,BAY670,TWQM,MAIN,MDDNR,MDDNR,CB1.1,4/13/2016,11:35:00,5.5,,,0.5,S ,D,S1,CHLA,,5.981,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419932,BAY676,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/13/2016,11:40:00,5.5,,,4,B ,D,S1,CHLA,,5.34,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,419932,BAY676,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/13/2016,11:40:00,5.5,,,0.5,S ,D,S1,CHLA,,19.865,UG/L,L01 ,CBL,,,,,39.54794,-76.08481,T3
CB1TF ,420682,BAY670,SWM,CMON,MDDNR,MDDNR,XKH2555,4/14/2016,10:00:00,4.9,,,1,BS,D,S1,CHLA,,8.117,UG/L,L01 ,CBL,,,,,39.5404,-76.0736,T3
