CBSeg2003,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
CB1TF ,423087,BAY681,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/21/2016,10:54:00,6.5,,,5,B ,ISM,M1,WTEMP,,24.5,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,423087,BAY681,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/21/2016,10:54:00,6.5,,,3,M ,ISM,M1,WTEMP,,24.4,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,423087,BAY681,TWQM,MAIN,MDDNR,MDDNR,CB2.1,9/21/2016,10:54:00,6.5,,,0.5,S ,ISM,M1,WTEMP,,24.3,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,421691,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2016,11:35:00,6,,,2,M ,ISM,M1,WTEMP,,29.6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,421693,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2016,10:55:00,7,,,6,B ,ISM,M1,WTEMP,,28,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,421693,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2016,10:55:00,7,,,3,M ,ISM,M1,WTEMP,,27.9,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,423001,BAY683,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/19/2016,10:38:00,6.5,,,1,M ,ISM,M1,WTEMP,,18.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,423001,BAY683,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/19/2016,10:38:00,6.5,,,4,M ,ISM,M1,WTEMP,,18.5,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,423086,BAY681,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/21/2016,11:31:00,5.5,,,1,M ,ISM,M1,WTEMP,,25.8,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,423086,BAY681,TWQM,MAIN,MDDNR,MDDNR,CB1.1,9/21/2016,11:31:00,5.5,,,0.5,S ,ISM,M1,WTEMP,,25.8,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,423000,BAY683,TWQM,MAIN,MDDNR,MDDNR,CB1.1,10/19/2016,11:18:00,6,,,5,B ,ISM,M1,WTEMP,,19.6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,423000,BAY683,TWQM,MAIN,MDDNR,MDDNR,CB1.1,10/19/2016,11:18:00,6,,,3,M ,ISM,M1,WTEMP,,20.6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,423000,BAY683,TWQM,MAIN,MDDNR,MDDNR,CB1.1,10/19/2016,11:18:00,6,,,0.5,S ,ISM,M1,WTEMP,,20.9,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,421693,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2016,10:55:00,7,,,1,M ,ISM,M1,WTEMP,,28,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,421693,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2016,10:55:00,7,,,4,M ,ISM,M1,WTEMP,,27.9,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,421693,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2016,10:55:00,7,,,0.5,S ,ISM,M1,WTEMP,,27.9,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,421691,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2016,11:35:00,6,,,3,M ,ISM,M1,WTEMP,,29.5,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,421691,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2016,11:35:00,6,,,1,M ,ISM,M1,WTEMP,,29.6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,421691,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2016,11:35:00,6,,,4,M ,ISM,M1,WTEMP,,29.4,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,421691,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2016,11:35:00,6,,,5,B ,ISM,M1,WTEMP,,29.4,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,421691,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB1.1,8/31/2016,11:35:00,6,,,0.5,S ,ISM,M1,WTEMP,,29.7,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,421693,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2016,10:55:00,7,,,2,M ,ISM,M1,WTEMP,,27.9,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,421693,BAY679,TWQM,MAIN,MDDNR,MDDNR,CB2.1,8/31/2016,10:55:00,7,,,5,M ,ISM,M1,WTEMP,,28,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,444636,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/28/2017,10:44:00,6.5,,,1,M ,ISM,M1,WTEMP,,25.4,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,444636,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/28/2017,10:44:00,6.5,,,4,M ,ISM,M1,WTEMP,,25.3,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,444634,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/28/2017,11:21:00,5.5,,,0.5,S ,ISM,M1,WTEMP,,26.6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,444636,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/28/2017,10:44:00,6.5,,,2,M ,ISM,M1,WTEMP,,25.4,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,444677,BAY700,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/12/2017,11:18:00,5.5,,,4,B ,ISM,M1,WTEMP,,28.4,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,444635,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/8/2017,11:09:00,7,,,4,M ,ISM,M1,WTEMP,,21.2,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,444679,BAY700,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/12/2017,10:40:00,7,,,2,M ,ISM,M1,WTEMP,,27.9,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,427187,BAY680,SWM,CMON,MDDNR,MDDNR,XKH0375,9/15/2016,9:45:00,0.9,,,0.6,BS,ISM,M1,WTEMP,,23.5,DEG C,F01 ,,,,,,39.5053,-76.0414,T3
CB1TF ,444635,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/8/2017,11:09:00,7,,,1,M ,ISM,M1,WTEMP,,21.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,444633,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2017,11:50:00,6.5,,,2,M ,ISM,M1,WTEMP,,21.1,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,444634,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/28/2017,11:21:00,5.5,,,1,M ,ISM,M1,WTEMP,,26.6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,444633,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2017,11:50:00,6.5,,,1,M ,ISM,M1,WTEMP,,21.2,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,444633,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2017,11:50:00,6.5,,,4,M ,ISM,M1,WTEMP,,20.9,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,444635,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/8/2017,11:09:00,7,,,6,B ,ISM,M1,WTEMP,,21.2,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,444635,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/8/2017,11:09:00,7,,,3,M ,ISM,M1,WTEMP,,21.3,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,425801,BAY679,SWM,CMON,MDDNR,MDDNR,XKH2555,8/18/2016,9:00:00,5.2,,,2,M ,ISM,M1,WTEMP,,30.5,DEG C,F01 ,,,,,,39.5404,-76.0736,T3
CB1TF ,425801,BAY679,SWM,CMON,MDDNR,MDDNR,XKH2555,8/18/2016,9:00:00,5.2,,,4.9,M ,ISM,M1,WTEMP,,30.4,DEG C,F01 ,,,,,,39.5404,-76.0736,T3
CB1TF ,425800,BAY679,SWM,CMON,MDDNR,MDDNR,XKH0375,8/18/2016,9:45:00,1.1,,,0.8,BS,ISM,M1,WTEMP,,29.1,DEG C,F01 ,,,,,,39.5053,-76.0414,T3
CB1TF ,427188,BAY680,SWM,CMON,MDDNR,MDDNR,XKH2555,9/15/2016,10:00:00,5.1,,,4.8,M ,ISM,M1,WTEMP,,26.4,DEG C,F01 ,,,,,,39.5404,-76.0736,T3
CB1TF ,425801,BAY679,SWM,CMON,MDDNR,MDDNR,XKH2555,8/18/2016,9:00:00,5.2,,,0.5,M ,ISM,M1,WTEMP,,30.6,DEG C,F01 ,,,,,,39.5404,-76.0736,T3
CB1TF ,425801,BAY679,SWM,CMON,MDDNR,MDDNR,XKH2555,8/18/2016,9:00:00,5.2,,,4,M ,ISM,M1,WTEMP,,30.4,DEG C,F01 ,,,,,,39.5404,-76.0736,T3
CB1TF ,444634,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/28/2017,11:21:00,5.5,,,4,B ,ISM,M1,WTEMP,,26.4,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,444634,BAY699,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/28/2017,11:21:00,5.5,,,3,M ,ISM,M1,WTEMP,,26.4,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,444633,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2017,11:50:00,6.5,,,5,B ,ISM,M1,WTEMP,,20.9,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,444633,BAY698,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/8/2017,11:50:00,6.5,,,0.5,S ,ISM,M1,WTEMP,,21.2,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,425801,BAY679,SWM,CMON,MDDNR,MDDNR,XKH2555,8/18/2016,9:00:00,5.2,,,1,BS,ISM,M1,WTEMP,,30.6,DEG C,F01 ,,,,,,39.5404,-76.0736,T3
CB1TF ,425801,BAY679,SWM,CMON,MDDNR,MDDNR,XKH2555,8/18/2016,9:00:00,5.2,,,3,M ,ISM,M1,WTEMP,,30.4,DEG C,F01 ,,,,,,39.5404,-76.0736,T3
CB1TF ,427187,BAY680,SWM,CMON,MDDNR,MDDNR,XKH0375,9/15/2016,9:45:00,0.9,,,0.5,M ,ISM,M1,WTEMP,,23.7,DEG C,F01 ,,,,,,39.5053,-76.0414,T3
CB1TF ,427188,BAY680,SWM,CMON,MDDNR,MDDNR,XKH2555,9/15/2016,10:00:00,5.1,,,0.5,M ,ISM,M1,WTEMP,,27,DEG C,F01 ,,,,,,39.5404,-76.0736,T3
CB1TF ,427188,BAY680,SWM,CMON,MDDNR,MDDNR,XKH2555,9/15/2016,10:00:00,5.1,,,4,M ,ISM,M1,WTEMP,,26.4,DEG C,F01 ,,,,,,39.5404,-76.0736,T3
CB1TF ,462079,BAY738,TWQM,MAIN,MDDNR,MDDNR,CB2.1,2/14/2019,10:48:00,7,,,1,M ,ISM,M1,WTEMP,,2,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,462079,BAY738,TWQM,MAIN,MDDNR,MDDNR,CB2.1,2/14/2019,10:48:00,7,,,4,M ,ISM,M1,WTEMP,,2,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,461246,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/13/2019,10:27:00,6.5,,,5,B ,ISM,M1,WTEMP,,5.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,461246,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/13/2019,10:27:00,6.5,,,3,M ,ISM,M1,WTEMP,,5.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,461246,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/13/2019,10:27:00,6.5,,,0.5,S ,ISM,M1,WTEMP,,5.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,462078,BAY738,TWQM,MAIN,MDDNR,MDDNR,CB1.1,2/14/2019,11:24:00,5.5,,,4,B ,ISM,M1,WTEMP,,1.9,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,462078,BAY738,TWQM,MAIN,MDDNR,MDDNR,CB1.1,2/14/2019,11:24:00,5.5,,,0.5,S ,ISM,M1,WTEMP,,1.9,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,461246,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/13/2019,10:27:00,6.5,,,2,M ,ISM,M1,WTEMP,,5.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449617,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/27/2018,12:05:00,7,,,0.5,S ,ISM,M1,WTEMP,,22.2,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,461245,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/13/2019,11:00:00,5.5,,,1,M ,ISM,M1,WTEMP,,5.6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460967,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/11/2019,11:52:00,6,,,1,M ,ISM,M1,WTEMP,,6.1,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,461245,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/13/2019,11:00:00,5.5,,,4,B ,ISM,M1,WTEMP,,5.5,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,461245,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/13/2019,11:00:00,5.5,,,3,M ,ISM,M1,WTEMP,,5.5,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460966,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/11/2019,12:35:00,6,,,0.5,S ,ISM,M1,WTEMP,,6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460967,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/11/2019,11:52:00,6,,,2,M ,ISM,M1,WTEMP,,6.1,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460967,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/11/2019,11:52:00,6,,,0.5,S ,ISM,M1,WTEMP,,6.1,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,461245,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB1.1,3/13/2019,11:00:00,5.5,,,0.5,S ,ISM,M1,WTEMP,,5.6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,461246,BAY740,TWQM,MAIN,MDDNR,MDDNR,CB2.1,3/13/2019,10:27:00,6.5,,,4,M ,ISM,M1,WTEMP,,5.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460953,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/20/2019,11:32:00,7,,,3,M ,ISM,M1,WTEMP,,7.5,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460953,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/20/2019,11:32:00,7,,,0.5,S ,ISM,M1,WTEMP,,7.5,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460967,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB2.1,12/11/2019,11:52:00,6,,,4,M ,ISM,M1,WTEMP,,6.1,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460966,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/11/2019,12:35:00,6,,,2,M ,ISM,M1,WTEMP,,6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460953,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/20/2019,11:32:00,7,,,6,B ,ISM,M1,WTEMP,,8.4,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460953,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/20/2019,11:32:00,7,,,5,M ,ISM,M1,WTEMP,,8.2,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460952,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/20/2019,12:10:00,6,,,1,M ,ISM,M1,WTEMP,,8.5,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460952,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/20/2019,12:10:00,6,,,4,M ,ISM,M1,WTEMP,,8.5,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460412,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/22/2019,11:02:00,7,,,6,B ,ISM,M1,WTEMP,,15.9,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460412,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/22/2019,11:02:00,7,,,3,M ,ISM,M1,WTEMP,,15.9,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,456572,BAY743,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/18/2019,10:27:00,7,,,1,M ,ISM,M1,WTEMP,,14.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,456572,BAY743,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/18/2019,10:27:00,7,,,4,M ,ISM,M1,WTEMP,,14.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,456572,BAY743,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/18/2019,10:27:00,7,,,0.5,S ,ISM,M1,WTEMP,,14.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449211,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/27/2018,10:27:00,7,,,1,M ,ISM,M1,WTEMP,,24.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,456572,BAY743,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/18/2019,10:27:00,7,,,2,M ,ISM,M1,WTEMP,,14.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,456572,BAY743,TWQM,MAIN,MDDNR,MDDNR,CB2.1,4/18/2019,10:27:00,7,,,5,M ,ISM,M1,WTEMP,,14.6,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449211,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/27/2018,10:27:00,7,,,2,M ,ISM,M1,WTEMP,,24.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449211,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/27/2018,10:27:00,7,,,5,M ,ISM,M1,WTEMP,,24.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449211,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/27/2018,10:27:00,7,,,0.5,S ,ISM,M1,WTEMP,,24.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449209,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/27/2018,11:02:00,6.5,,,1,M ,ISM,M1,WTEMP,,26,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,449209,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/27/2018,11:02:00,6.5,,,4,M ,ISM,M1,WTEMP,,25.9,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,449209,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB1.1,6/27/2018,11:02:00,6.5,,,0.5,S ,ISM,M1,WTEMP,,26,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460412,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/22/2019,11:02:00,7,,,2,M ,ISM,M1,WTEMP,,15.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460412,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/22/2019,11:02:00,7,,,5,M ,ISM,M1,WTEMP,,15.9,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460411,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB1.1,10/22/2019,11:41:00,5,,,0.5,S ,ISM,M1,WTEMP,,17.7,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,449614,BAY724,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/11/2018,11:12:00,5.5,,,2,M ,ISM,M1,WTEMP,,29.9,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,449615,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/27/2018,12:51:00,6,,,1,M ,ISM,M1,WTEMP,,21.5,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,449615,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/27/2018,12:51:00,6,,,4,M ,ISM,M1,WTEMP,,21.5,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,449616,BAY724,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/11/2018,10:31:00,6.5,,,5,B ,ISM,M1,WTEMP,,27.6,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449616,BAY724,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/11/2018,10:31:00,6.5,,,3,M ,ISM,M1,WTEMP,,27.6,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449616,BAY724,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/11/2018,10:31:00,6.5,,,0.5,S ,ISM,M1,WTEMP,,27.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460966,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/11/2019,12:35:00,6,,,1,M ,ISM,M1,WTEMP,,6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460966,BAY758,TWQM,MAIN,MDDNR,MDDNR,CB1.1,12/11/2019,12:35:00,6,,,4,M ,ISM,M1,WTEMP,,6,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460411,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB1.1,10/22/2019,11:41:00,5,,,4,B ,ISM,M1,WTEMP,,17.5,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460411,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB1.1,10/22/2019,11:41:00,5,,,3,M ,ISM,M1,WTEMP,,17.7,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460953,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB2.1,11/20/2019,11:32:00,7,,,2,M ,ISM,M1,WTEMP,,7.5,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460412,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/22/2019,11:02:00,7,,,1,M ,ISM,M1,WTEMP,,15.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460412,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB2.1,10/22/2019,11:02:00,7,,,0.5,S ,ISM,M1,WTEMP,,15.8,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,460952,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/20/2019,12:10:00,6,,,2,M ,ISM,M1,WTEMP,,8.5,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460411,BAY755,TWQM,MAIN,MDDNR,MDDNR,CB1.1,10/22/2019,11:41:00,5,,,1,M ,ISM,M1,WTEMP,,17.7,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460952,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/20/2019,12:10:00,6,,,5,B ,ISM,M1,WTEMP,,8.4,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,460952,BAY757,TWQM,MAIN,MDDNR,MDDNR,CB1.1,11/20/2019,12:10:00,6,,,3,M ,ISM,M1,WTEMP,,8.5,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,449614,BAY724,TWQM,MAIN,MDDNR,MDDNR,CB1.1,7/11/2018,11:12:00,5.5,,,0.5,S ,ISM,M1,WTEMP,,29.9,DEG C,F01 ,,,,,,39.54794,-76.08481,T3
CB1TF ,449211,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/27/2018,10:27:00,7,,,6,B ,ISM,M1,WTEMP,,24.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449211,BAY723,TWQM,MAIN,MDDNR,MDDNR,CB2.1,6/27/2018,10:27:00,7,,,3,M ,ISM,M1,WTEMP,,24.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449616,BAY724,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/11/2018,10:31:00,6.5,,,2,M ,ISM,M1,WTEMP,,27.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449617,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/27/2018,12:05:00,7,,,6,B ,ISM,M1,WTEMP,,22,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449617,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/27/2018,12:05:00,7,,,3,M ,ISM,M1,WTEMP,,22.1,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449616,BAY724,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/11/2018,10:31:00,6.5,,,1,M ,ISM,M1,WTEMP,,27.7,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449617,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/27/2018,12:05:00,7,,,1,M ,ISM,M1,WTEMP,,22.1,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
CB1TF ,449617,BAY725,TWQM,MAIN,MDDNR,MDDNR,CB2.1,7/27/2018,12:05:00,7,,,4,M ,ISM,M1,WTEMP,,22.1,DEG C,F01 ,,,,,,39.44149,-76.02599,T3
